url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,497,291
/SAP/SapMachine,473,281
/SAP/SapMachine/releases,248,121
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,105,41
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,96,51
/SAP/SapMachine/issues/554,92,75
/SAP/SapMachine/wiki/Frequently-Asked-Questions,68,49
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,54,37
/SAP/SapMachine/wiki,50,36
/SAP/SapMachine/pulls,48,14
