url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,467,280
/SAP/SapMachine,456,271
/SAP/SapMachine/releases,257,115
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,106,37
/SAP/SapMachine/issues/554,98,79
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,88,52
/SAP/SapMachine/wiki/Frequently-Asked-Questions,69,50
/SAP/SapMachine/pulls,57,14
/SAP/SapMachine/wiki,50,38
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,48,34
