referrer,views_total,views_unique
sap.github.io,655,272
Google,520,319
github.com,176,41
Bing,32,26
wiki.one.int.sap,25,12
hub.docker.com,23,20
statics.teams.cdn.office.net,23,10
confluence.secext.samsung.net,20,9
javaalmanac.io,20,7
me.sap.com,16,13
