referrer,views_total,views_unique
sap.github.io,655,316
Google,589,361
github.com,221,48
statics.teams.cdn.office.net,57,17
Bing,49,26
wiki.one.int.sap,36,16
hub.docker.com,29,14
pages.github.tools.sap,28,13
chatgpt.com,25,7
Baidu,22,5
