url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,716,388
/SAP/SapMachine,542,310
/SAP/SapMachine/releases,280,98
/SAP/SapMachine/wiki/Frequently-Asked-Questions,96,66
/SAP/SapMachine/wiki/Differences-between-SapMachine-and-OpenJDK,86,71
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,83,60
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,78,48
/SAP/SapMachine/pulls,77,22
/SAP/SapMachine/issues/554,73,62
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,68,25
