url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,615,347
/SAP/SapMachine,499,308
/SAP/SapMachine/releases,266,108
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,119,50
/SAP/SapMachine/wiki/Frequently-Asked-Questions,100,72
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,68,50
/SAP/SapMachine/wiki,62,42
/SAP/SapMachine/issues/554,51,46
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,44,28
/SAP/SapMachine/blob/sapmachine/LICENSE,43,16
