url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,537,337
/SAP/SapMachine,445,273
/SAP/SapMachine/releases,243,84
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,109,44
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,92,72
/SAP/SapMachine/wiki/Frequently-Asked-Questions,67,56
/SAP/SapMachine/issues/554,64,55
/SAP/SapMachine/pulls,59,14
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,54,34
/SAP/SapMachine/wiki,51,43
