url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,803,465
/SAP/SapMachine,475,311
/SAP/SapMachine/releases,249,92
/SAP/SapMachine/wiki/Frequently-Asked-Questions,162,67
/SAP/SapMachine/releases/tag/sapmachine-23,106,50
/SAP/SapMachine/wiki/Differences-between-SapMachine-and-OpenJDK,88,76
/SAP/SapMachine/wiki,61,51
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,51,37
/SAP/SapMachine/pulls,51,13
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,45,32
