url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,603,349
/SAP/SapMachine,495,297
/SAP/SapMachine/releases,259,104
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,119,52
/SAP/SapMachine/wiki/Frequently-Asked-Questions,98,73
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,76,55
/SAP/SapMachine/issues/554,51,45
/SAP/SapMachine/blob/sapmachine/LICENSE,49,19
/SAP/SapMachine/wiki,48,40
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,41,25
