url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,741,385
/SAP/SapMachine,549,316
/SAP/SapMachine/releases,233,101
/SAP/SapMachine/wiki/Frequently-Asked-Questions,111,71
/SAP/SapMachine/releases/tag/sapmachine-23,87,45
/SAP/SapMachine/wiki/Differences-between-SapMachine-and-OpenJDK,77,61
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,66,46
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,63,39
/SAP/SapMachine/issues/554,55,47
/SAP/SapMachine/wiki,52,40
