url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,460,290
/SAP/SapMachine,445,267
/SAP/SapMachine/releases,248,95
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,108,43
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,84,65
/SAP/SapMachine/wiki/Frequently-Asked-Questions,77,60
/SAP/SapMachine/issues/554,63,56
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,60,36
/SAP/SapMachine/wiki,52,44
/SAP/SapMachine/pulls,49,11
