url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,456,273
/SAP/SapMachine,431,257
/SAP/SapMachine/releases,255,114
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,109,38
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,101,57
/SAP/SapMachine/issues/554,97,79
/SAP/SapMachine/wiki/Frequently-Asked-Questions,56,44
/SAP/SapMachine/pulls,53,15
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,50,32
/SAP/SapMachine/wiki,42,34
