referrer,views_total,views_unique
sap.github.io,698,291
Google,481,291
github.com,175,35
Bing,35,25
confluence.secext.samsung.net,30,9
hub.docker.com,27,22
wiki.one.int.sap,25,13
statics.teams.cdn.office.net,19,9
javaalmanac.io,18,6
me.sap.com,13,13
