referrer,views_total,views_unique
sap.github.io,723,361
Google,532,322
github.com,204,47
statics.teams.cdn.office.net,77,28
wiki.one.int.sap,44,16
Bing,39,23
confluence.secext.samsung.net,33,8
hub.docker.com,23,14
me.sap.com,21,15
chatgpt.com,19,6
