url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,874,476
/SAP/SapMachine,507,334
/SAP/SapMachine/releases,188,96
/SAP/SapMachine/releases/tag/sapmachine-23,135,60
/SAP/SapMachine/wiki/Frequently-Asked-Questions,109,59
/SAP/SapMachine/wiki/Differences-between-SapMachine-and-OpenJDK,86,72
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,73,42
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,62,45
/SAP/SapMachine/pulls,54,16
/SAP/SapMachine/wiki,47,38
