referrer,views_total,views_unique
sap.github.io,747,298
Google,563,340
github.com,187,42
Bing,33,27
hub.docker.com,26,22
wiki.one.int.sap,26,13
statics.teams.cdn.office.net,24,10
confluence.secext.samsung.net,21,9
javaalmanac.io,20,7
me.sap.com,17,14
