referrer,views_total,views_unique
sap.github.io,733,292
Google,506,308
github.com,180,39
Bing,32,26
hub.docker.com,30,25
wiki.one.int.sap,25,13
statics.teams.cdn.office.net,24,10
confluence.secext.samsung.net,23,8
javaalmanac.io,20,7
me.sap.com,17,14
