referrer,views_total,views_unique
sap.github.io,1047,487
Google,571,332
Bing,95,43
github.com,90,31
statics.teams.cdn.office.net,68,26
confluence.secext.samsung.net,41,13
hub.docker.com,21,15
me.sap.com,21,12
ecosia.org,19,5
wiki.one.int.sap,18,14
