referrer,views_total,views_unique
sap.github.io,898,344
Google,477,311
github.com,138,42
confluence.secext.samsung.net,37,14
Bing,34,21
pages.github.tools.sap,30,10
statics.teams.cdn.office.net,29,22
me.sap.com,28,15
DuckDuckGo,24,11
chatgpt.com,20,6
