referrer,views_total,views_unique
sap.github.io,657,259
Google,514,333
github.com,95,42
Bing,33,26
wiki.one.int.sap,32,16
hub.docker.com,24,20
statics.teams.cdn.office.net,19,8
confluence.secext.samsung.net,17,8
javaalmanac.io,16,5
me.sap.com,15,12
