url_path,views_total,views_unique
/SAP/SapMachine/wiki/Installation,457,278
/SAP/SapMachine,431,267
/SAP/SapMachine/releases,268,118
/SAP/SapMachine/releases/tag/sapmachine-22.0.2,116,44
/SAP/SapMachine/releases/tag/sapmachine-17.0.12,99,56
/SAP/SapMachine/issues/554,94,76
/SAP/SapMachine/pulls,59,17
/SAP/SapMachine/wiki/Frequently-Asked-Questions,52,44
/SAP/SapMachine/wiki/Essential-Information-on-Virtual-Threads,51,31
/SAP/SapMachine/wiki,39,31
